survey_weight,religious_affiliation,contact_with_other_religions,perception_christianity,perception_islam,perception_judaism,perception_buddhism,perception_hinduism,perception_religious_diversity,perception_atheism,left_right_political_orientation,selfishness_index,lack_of_social_support_index,negligence_to_others_index,trust_government_over_family_index,disregard_of_threats_index,religion_strength_index,trust_public_over_alternative_media_index,frequency_of_discrimination_index,country_of_residence_2.0,country_of_residence_3.0,country_of_residence_4.0,country_of_residence_5.0,country_of_residence_6.0,country_of_residence_7.0,age_2.0,age_3.0,age_4.0,age_5.0,income_group_2,income_group_3,income_group_4,income_group_5,income_group_6,income_group_7,income_group_8,income_group_9,gender_2.0,gender_3.0
0.658741772174835,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.2222222222222222,0.5238095238095238,0.3333333333333333,0.4,0.4444444444444445,0.25,0.34375,0.6666666666666667,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.531004250049591,1.0,0.5,0.5,0.25,0.5,0.5,0.5,0.25,1.0,0.4444444444444445,0.6190476190476192,0.3333333333333333,0.4,0.5555555555555556,0.08333333333333333,0.421875,1.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.75561785697937,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.4444444444444445,0.8095238095238095,0.16666666666666666,0.6,0.4444444444444444,0.3333333333333333,0.375,0.8333333333333334,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.497658491134644,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.4761904761904763,0.33333333333333337,0.4666666666666667,0.5555555555555556,0.5833333333333334,0.203125,0.6666666666666666,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.26300418376923,7.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.1111111111111111,0.7142857142857144,0.3333333333333333,0.4666666666666666,0.4444444444444445,0.08333333333333333,0.078125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.210945814847946,2.0,0.0,0.5,0.75,0.25,0.5,0.25,0.75,0.5,0.4444444444444445,0.619047619047619,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.40625,0.5,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.544604301452637,7.0,0.75,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,0.380952380952381,0.3333333333333333,0.5333333333333334,0.5555555555555556,0.08333333333333333,0.4375,0.3333333333333333,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.343159109354019,2.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.5714285714285715,0.0,0.4,0.1111111111111111,0.25,0.78125,0.16666666666666666,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1178332567215,2.0,0.25,1.0,1.0,0.75,0.5,0.5,0.5,0.25,0.2222222222222222,0.5238095238095238,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.0,0.609375,0.3333333333333333,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.284827172756195,2.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,0.3333333333333333,0.5,0.3333333333333333,0.5555555555555556,0.16666666666666666,0.25,0.5,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
